city,city_ascii,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,id
Navassa,Navassa,NC,North Carolina,Brunswick,34.2831,-78.0290,2306,66,America/New_York,3,1840016687
Junction City,Junction City,KY,Kentucky,Boyle,37.5854,-84.7903,2306,446,America/New_York,3,1840014356
Mason,Mason,TX,Texas,Mason,30.7480,-99.2288,2305,243,America/Chicago,3,1840020872
West Union,West Union,IA,Iowa,Fayette,42.9588,-91.8132,2305,320,America/Chicago,3,1840000390
Lake Heritage,Lake Heritage,PA,Pennsylvania,Adams,39.8098,-77.1854,2303,479,America/New_York,3,1840073337
Bronson,Bronson,MI,Michigan,Branch,41.8727,-85.1914,2303,650,America/Detroit,3,1840003249
Red Lodge,Red Lodge,MT,Montana,Carbon,45.1933,-109.2501,2303,327,America/Denver,3,1840019946
Riverbend,Riverbend,WA,Washington,King,47.4652,-121.7492,2302,302,America/Los_Angeles,3,1840056824
Tool,Tool,TX,Texas,Henderson,32.2803,-96.1725,2302,247,America/Chicago,3,1840022111
Fowler,Fowler,IN,Indiana,Benton,40.6170,-87.3184,2302,633,America/Indiana/Indianapolis,3,1840010379
Canton,Canton,MO,Missouri,Lewis,40.1295,-91.5266,2302,389,America/Chicago,3,1840007258
Honokaa,Honokaa,HI,Hawaii,Hawaii,20.0746,-155.4656,2301,701,Pacific/Honolulu,3,1840029483
Stony Point,Stony Point,NC,North Carolina,Alexander,35.8669,-81.0470,2301,298,America/New_York,3,1840013383
Warren AFB,Warren AFB,WY,Wyoming,Laramie,41.1488,-104.8618,2300,184,America/Denver,3,1840074698
Colorado City,Colorado City,CO,Colorado,Pueblo,37.9365,-104.8459,2300,64,America/Denver,3,1840072413
Olimpo,Olimpo,PR,Puerto Rico,Guayama,18.0026,-66.1094,2300,3043,America/Puerto_Rico,2,1630023657
Georgetown,Georgetown,GA,Georgia,Quitman,31.8673,-85.0188,2299,5,America/New_York,3,1840031502
Hull,Hull,IA,Iowa,Sioux,43.1894,-96.1342,2299,636,America/Chicago,3,1840006873
Pequot Lakes,Pequot Lakes,MN,Minnesota,Crow Wing,46.5875,-94.2983,2299,54,America/Chicago,3,1840008845
Anson,Anson,TX,Texas,Jones,32.7550,-99.8962,2297,321,America/Chicago,3,1840019446
Bridgeport,Bridgeport,AL,Alabama,Jackson,34.9495,-85.7243,2297,204,America/Chicago,3,1840001007
Wrightsville,Wrightsville,PA,Pennsylvania,York,40.0239,-76.5311,2296,1352,America/New_York,3,1840001470
Terrace Park,Terrace Park,OH,Ohio,Hamilton,39.1585,-84.3112,2295,746,America/New_York,3,1840001616
Pine Canyon,Pine Canyon,CA,California,Monterey,36.1757,-121.1498,2294,265,America/Los_Angeles,3,1840076064
South Sumter,South Sumter,SC,South Carolina,Sumter,33.8855,-80.3378,2294,371,America/New_York,3,1840055018
Redington Shores,Redington Shores,FL,Florida,Pinellas,27.8293,-82.8278,2293,2683,America/New_York,2,1840018295
Oakland,Oakland,ME,Maine,Kennebec,44.5500,-69.7078,2292,163,America/New_York,3,1840053903
Tunica Resorts,Tunica Resorts,MS,Mississippi,Tunica,34.8298,-90.3218,2292,30,America/Chicago,3,1840032567
Johnsonburg,Johnsonburg,PA,Pennsylvania,Elk,41.4913,-78.6791,2291,306,America/New_York,3,1840000616
Fort Kent,Fort Kent,ME,Maine,Aroostook,47.2534,-68.5893,2291,165,America/New_York,3,1840078115
Wilberforce,Wilberforce,OH,Ohio,Greene,39.7151,-83.8848,2291,287,America/New_York,3,1840007311
Parsons,Parsons,TN,Tennessee,Decatur,35.6512,-88.1231,2290,218,America/Chicago,3,1840014520
Brownstown,Brownstown,PA,Pennsylvania,Lancaster,40.1268,-76.2184,2290,355,America/New_York,3,1840087772
White River Junction,White River Junction,VT,Vermont,Windsor,43.6496,-72.3239,2290,531,America/New_York,3,1840004162
Clinton,Clinton,MI,Michigan,Lenawee,42.0699,-83.9687,2290,482,America/Detroit,3,1840011372
Edisto,Edisto,SC,South Carolina,Orangeburg,33.4776,-80.8998,2290,169,America/New_York,3,1840035843
Lake Dunlap,Lake Dunlap,TX,Texas,Guadalupe,29.6683,-98.0773,2288,588,America/Chicago,3,1840026038
South Rosemary,South Rosemary,NC,North Carolina,Halifax,36.4463,-77.7065,2288,144,America/New_York,3,1840033024
Rainier,Rainier,WA,Washington,Thurston,46.8917,-122.6867,2287,509,America/Los_Angeles,3,1840021147
State Line,State Line,PA,Pennsylvania,Franklin,39.7329,-77.7247,2287,322,America/New_York,3,1840026534
Dexter,Dexter,ME,Maine,Penobscot,45.0164,-69.2946,2287,187,America/New_York,3,1840082942
Edgemont Park,Edgemont Park,MI,Michigan,Ingham,42.7468,-84.5926,2287,1062,America/Detroit,3,1840031756
Shadow Lake,Shadow Lake,WA,Washington,King,47.4017,-122.0764,2286,169,America/Los_Angeles,3,1840042051
Walnut Hill,Walnut Hill,TN,Tennessee,Sullivan,36.5679,-82.2655,2286,214,America/New_York,3,1840013299
South Pottstown,South Pottstown,PA,Pennsylvania,Chester,40.2367,-75.6599,2286,579,America/New_York,3,1840005503
Soulsbyville,Soulsbyville,CA,California,Tuolumne,37.9917,-120.2617,2286,293,America/Los_Angeles,3,1840053713
Croswell,Croswell,MI,Michigan,Sanilac,43.2736,-82.6177,2286,383,America/Detroit,3,1840002700
Las Marías,Las Marias,PR,Puerto Rico,Añasco,18.2928,-67.1450,2286,3563,America/Puerto_Rico,2,1630035501
Wellston,Wellston,MO,Missouri,St. Louis,38.6750,-90.2941,2285,952,America/Chicago,3,1840010745
Oceana,Oceana,WV,West Virginia,Wyoming,37.6927,-81.6324,2284.0,359,America/New_York,3,1840006382
North Conway,North Conway,NH,New Hampshire,Carroll,44.0524,-71.1247,2284,206,America/New_York,3,1840002222
Poth,Poth,TX,Texas,Wilson,29.0726,-98.0809,2284,278,America/Chicago,3,1840022241
Sag Harbor,Sag Harbor,NY,New York,Suffolk,40.9970,-72.2892,2283,488,America/New_York,3,1840005133
Ludowici,Ludowici,GA,Georgia,Long,31.7096,-81.7457,2283,378,America/New_York,3,1840015848
Carnation,Carnation,WA,Washington,King,47.6442,-121.9041,2282,767,America/Los_Angeles,3,1840018421
Fairdale,Fairdale,PA,Pennsylvania,Greene,39.8901,-79.9680,2282,610,America/New_York,3,1840000716
Vernonia,Vernonia,OR,Oregon,Columbia,45.8611,-123.1834,2281,535,America/Los_Angeles,3,1840021187
Fair Haven,Fair Haven,VT,Vermont,Rutland,43.5928,-73.2694,2280,321,America/New_York,3,1840053327
Clearlake Oaks,Clearlake Oaks,CA,California,Lake,39.0218,-122.6593,2279,444,America/Los_Angeles,3,1840093706
Ina,Ina,IL,Illinois,Jefferson,38.1499,-88.9040,2279,365,America/Chicago,3,1840012912
Antón Ruíz,Anton Ruiz,PR,Puerto Rico,Humacao,18.1883,-65.8079,2279,1983,America/Puerto_Rico,3,1630035459
Messiah College,Messiah College,PA,Pennsylvania,Cumberland,40.1576,-76.9840,2278,2743,America/New_York,2,1840043363
Denmark,Denmark,WI,Wisconsin,Brown,44.3493,-87.8313,2277,446,America/Chicago,3,1840002347
Bluewell,Bluewell,WV,West Virginia,Mercer,37.3144,-81.2581,2277,195,America/New_York,3,1840069220
Alamo,Alamo,TN,Tennessee,Crockett,35.7830,-89.1168,2277,400,America/Chicago,3,1840015368
Waterford,Waterford,NY,New York,Saratoga,42.7917,-73.6789,2277,3108,America/New_York,2,1840004253
Carlin,Carlin,NV,Nevada,Elko,40.7190,-116.1080,2277,84,America/Los_Angeles,3,1840018706
Chesterland,Chesterland,OH,Ohio,Geauga,41.5213,-81.3363,2277,200,America/New_York,3,1840091714
Tazewell,Tazewell,TN,Tennessee,Claiborne,36.4625,-83.5670,2276,202,America/New_York,3,1840016021
Cass City,Cass City,MI,Michigan,Tuscola,43.6007,-83.1767,2276,497,America/Detroit,3,1840010049
Barranquitas,Barranquitas,PR,Puerto Rico,Barranquitas,18.1847,-66.3102,2276,1147,America/Puerto_Rico,3,1630035619
Guin,Guin,AL,Alabama,Marion,33.9832,-87.9023,2275,58,America/Chicago,3,1840013640
Ciales,Ciales,PR,Puerto Rico,Ciales,18.3343,-66.4704,2274,1054,America/Puerto_Rico,3,1630023668
Huguley,Huguley,AL,Alabama,Chambers,32.8431,-85.2397,2273,106,America/Chicago,3,1840068651
Redfield,Redfield,SD,South Dakota,Spink,44.8725,-98.5186,2273,455,America/Chicago,3,1840002120
Evansburg,Evansburg,PA,Pennsylvania,Montgomery,40.1899,-75.4348,2272,582,America/New_York,3,1840080378
Shingletown,Shingletown,CA,California,Shasta,40.5035,-121.8600,2272,35,America/Los_Angeles,3,1840080313
Geistown,Geistown,PA,Pennsylvania,Cambria,40.2935,-78.8727,2271,827,America/New_York,3,1840001114
Lafourche Crossing,Lafourche Crossing,LA,Louisiana,Lafourche,29.7675,-90.7697,2270,208,America/Chicago,3,1840039417
Calabash,Calabash,NC,North Carolina,Brunswick,33.8945,-78.5571,2270,262,America/New_York,3,1840015580
Trowbridge Park,Trowbridge Park,MI,Michigan,Marquette,46.5565,-87.4417,2270,632,America/Detroit,3,1840006571
North Brookfield,North Brookfield,MA,Massachusetts,Worcester,42.2711,-72.0842,2269,593,America/New_York,3,1840056576
Walton Hills,Walton Hills,OH,Ohio,Cuyahoga,41.3662,-81.5554,2269,129,America/New_York,3,1840003418
Greensboro,Greensboro,AL,Alabama,Hale,32.7014,-87.5950,2268,368,America/Chicago,3,1840006442
Herington,Herington,KS,Kansas,Dickinson,38.6863,-96.8667,2268,181,America/Chicago,3,1840001630
Slippery Rock University,Slippery Rock University,PA,Pennsylvania,Butler,41.0647,-80.0419,2266,1589,America/New_York,3,1840043348
Mayer,Mayer,MN,Minnesota,Carver,44.8868,-93.8904,2266,637,America/Chicago,3,1840007847
Siesta Acres,Siesta Acres,TX,Texas,Maverick,28.7564,-100.4910,2265,2140,America/Chicago,2,1840077786
Center,Center,CO,Colorado,Saguache,37.7512,-106.1105,2264,1011,America/Denver,3,1840022517
Rangely,Rangely,CO,Colorado,Rio Blanco,40.0861,-108.7794,2263,203,America/Denver,3,1840021417
Belmond,Belmond,IA,Iowa,Wright,42.8466,-93.6084,2263,306,America/Chicago,3,1840006905
Adamstown,Adamstown,MD,Maryland,Frederick,39.3065,-77.4668,2263,265,America/New_York,3,1840024448
Pawling,Pawling,NY,New York,Dutchess,41.5635,-73.5989,2262,446,America/New_York,3,1840070165
Tavernier,Tavernier,FL,Florida,Monroe,25.0188,-80.5132,2260,347,America/New_York,3,1840014252
Utica,Utica,OH,Ohio,Licking,40.2335,-82.4410,2260,499,America/New_York,3,1840012332
Waterloo,Waterloo,IN,Indiana,DeKalb,41.4328,-85.0347,2259,412,America/Indiana/Indianapolis,3,1840010250
Oak Hills,Oak Hills,PA,Pennsylvania,Butler,40.8263,-79.9152,2258,259,America/New_York,3,1840066279
Mitchellville,Mitchellville,IA,Iowa,Polk,41.6680,-93.3629,2258,373,America/Chicago,3,1840008169
Spencer,Spencer,IN,Indiana,Owen,39.2862,-86.7726,2256,546,America/Indiana/Indianapolis,3,1840010655
Westby,Westby,WI,Wisconsin,Vernon,43.6530,-90.8584,2255,324,America/Chicago,3,1840002689
Ogdensburg,Ogdensburg,NJ,New Jersey,Sussex,41.0769,-74.5973,2255,395,America/New_York,3,1840000787
Alpha,Alpha,NJ,New Jersey,Warren,40.6598,-75.1571,2255,518,America/New_York,3,1840003572
Pine Ridge at Crestwood,Pine Ridge at Crestwood,NJ,New Jersey,Ocean,39.9585,-74.3169,2255,551,America/New_York,3,1840033484
Splendora,Splendora,TX,Texas,Montgomery,30.2324,-95.1616,2255,286,America/Chicago,3,1840022174
Four Oaks,Four Oaks,NC,North Carolina,Johnston,35.4454,-78.4164,2254,380,America/New_York,3,1840016291
Oyster Bay Cove,Oyster Bay Cove,NY,New York,Nassau,40.8570,-73.5037,2254,207,America/New_York,3,1840005317
Westmorland,Westmorland,CA,California,Imperial,33.0389,-115.6223,2254,1474,America/Los_Angeles,3,1840022001
Aliceville,Aliceville,AL,Alabama,Pickens,33.1237,-88.1594,2254,190,America/Chicago,3,1840013758
Shawnee Hills,Shawnee Hills,OH,Ohio,Greene,39.6515,-83.7822,2254,324,America/New_York,3,1840056909
Madelia,Madelia,MN,Minnesota,Watonwan,44.0482,-94.4198,2254,572,America/Chicago,3,1840008992
Fredonia,Fredonia,WI,Wisconsin,Ozaukee,43.4715,-87.9489,2253,407,America/Chicago,3,1840002822
Sand Hill,Sand Hill,PA,Pennsylvania,Lebanon,40.3614,-76.4217,2253,863,America/New_York,3,1840092202
New Market,New Market,VA,Virginia,Shenandoah,38.6459,-78.6709,2253,430,America/New_York,3,1840006003
Evergreen,Evergreen,AL,Alabama,Conecuh,31.4342,-86.9723,2253.0,68,America/Chicago,3,1840001842
Watsontown,Watsontown,PA,Pennsylvania,Northumberland,41.0850,-76.8646,2252,1235,America/New_York,3,1840000853
Meeker,Meeker,CO,Colorado,Rio Blanco,40.0500,-107.8949,2252,245,America/Denver,3,1840022427
Borrego Springs,Borrego Springs,CA,California,San Diego,33.2410,-116.3571,2252,20,America/Los_Angeles,3,1840018017
Janesville,Janesville,MN,Minnesota,Waseca,44.1214,-93.7107,2252,496,America/Chicago,3,1840007915
Tompkinsville,Tompkinsville,KY,Kentucky,Monroe,36.7012,-85.6927,2252,264,America/Chicago,3,1840015272
Keokea,Keokea,HI,Hawaii,Maui,20.7211,-156.3624,2251,47,Pacific/Honolulu,3,1840029506
Seneca,Seneca,IL,Illinois,LaSalle,41.3207,-88.5889,2251,133,America/Chicago,3,1840011539
Stonybrook,Stonybrook,PA,Pennsylvania,York,39.9798,-76.6318,2250,542,America/New_York,3,1840024352
Oakwood,Oakwood,PA,Pennsylvania,Lawrence,41.0112,-80.3793,2250,330,America/New_York,3,1840005190
Putney,Putney,GA,Georgia,Dougherty,31.4756,-84.1010,2250,39,America/New_York,3,1840085434
Willamina,Willamina,OR,Oregon,Yamhill,45.0786,-123.4847,2250,915,America/Los_Angeles,3,1840021221
Lineville,Lineville,AL,Alabama,Clay,33.3130,-85.7508,2249,89,America/Chicago,3,1840008076
Lamoni,Lamoni,IA,Iowa,Decatur,40.6202,-93.9307,2249,219,America/Chicago,3,1840001004
Falconer,Falconer,NY,New York,Chautauqua,42.1190,-79.1973,2247,793,America/New_York,3,1840004564
Barnum Island,Barnum Island,NY,New York,Nassau,40.6050,-73.6437,2247,1002,America/New_York,3,1840034042
Ferdinand,Ferdinand,IN,Indiana,Dubois,38.2269,-86.8631,2247,379,America/Indiana/Vincennes,3,1840010801
Lisbon,Lisbon,IA,Iowa,Linn,41.9205,-91.3917,2247,405,America/Chicago,3,1840009144
Buckhorn,Buckhorn,CA,California,Amador,38.4532,-120.5354,2246,147,America/Los_Angeles,3,1840025656
Bolindale,Bolindale,OH,Ohio,Trumbull,41.2089,-80.7784,2246,881,America/New_York,3,1840034380
Colstrip,Colstrip,MT,Montana,Rosebud,45.8943,-106.6280,2246,214,America/Denver,3,1840018466
Kahuku,Kahuku,HI,Hawaii,Honolulu,21.6793,-157.9473,2245,899,Pacific/Honolulu,3,1840029491
Greenport West,Greenport West,NY,New York,Suffolk,41.1022,-72.3759,2245,269,America/New_York,3,1840073684
Lawson Heights,Lawson Heights,PA,Pennsylvania,Westmoreland,40.2938,-79.3873,2245,566,America/New_York,3,1840005389
Ravensworth,Ravensworth,VA,Virginia,Fairfax,38.8032,-77.2223,2245,979,America/New_York,3,1840024581
Sabana Hoyos,Sabana Hoyos,PR,Puerto Rico,Arecibo,18.4281,-66.6117,2244,974,America/Puerto_Rico,3,1630035568
Franklinton,Franklinton,NC,North Carolina,Franklin,36.1011,-78.4523,2241,540,America/New_York,3,1840016118
Phoenix,Phoenix,NY,New York,Oswego,43.2316,-76.2961,2241,739,America/New_York,3,1840004193
Barahona,Barahona,PR,Puerto Rico,Morovis,18.3523,-66.4442,2241,1639,America/Puerto_Rico,3,1630023612
Newtown,Newtown,PA,Pennsylvania,Bucks,40.2290,-74.9324,2240,1562,America/New_York,3,1840001329
La Porte City,La Porte City,IA,Iowa,Black Hawk,42.3138,-92.1914,2240,338,America/Chicago,3,1840008064
Winsted,Winsted,MN,Minnesota,McLeod,44.9574,-94.0498,2240,457,America/Chicago,3,1840010006
York,York,AL,Alabama,Sumter,32.4998,-88.2938,2239,125,America/Chicago,3,1840015778
Weedpatch,Weedpatch,CA,California,Kern,35.2369,-118.9123,2238,242,America/Los_Angeles,3,1840057918
Plattsburg,Plattsburg,MO,Missouri,Clinton,39.5644,-94.4615,2238,239,America/Chicago,3,1840009557
Chesaning,Chesaning,MI,Michigan,Saginaw,43.1851,-84.1200,2238,280,America/Detroit,3,1840010053
Royal City,Royal City,WA,Washington,Grant,46.9019,-119.6208,2237,742,America/Los_Angeles,3,1840019816
Gumlog,Gumlog,GA,Georgia,Franklin,34.4952,-83.0975,2236,64,America/New_York,3,1840029455
Holden,Holden,MO,Missouri,Johnson,38.7136,-93.9895,2236,358,America/Chicago,3,1840007434
Hampton Manor,Hampton Manor,NY,New York,Rensselaer,42.6214,-73.7279,2235,1383,America/New_York,3,1840034050
Clay,Clay,PA,Pennsylvania,Lancaster,40.2186,-76.2399,2235,385,America/New_York,3,1840053287
Groveville,Groveville,NJ,New Jersey,Mercer,40.1678,-74.6515,2234,404,America/New_York,3,1840024323
Sugarcreek,Sugarcreek,OH,Ohio,Tuscarawas,40.5076,-81.6409,2234,227,America/New_York,3,1840012098
Ferrum,Ferrum,VA,Virginia,Franklin,36.9313,-80.0149,2233,94,America/New_York,3,1840006473
Milo,Milo,ME,Maine,Piscataquis,45.2461,-68.9751,2233,111,America/New_York,3,1840069401
Buchanan,Buchanan,NY,New York,Westchester,41.2643,-73.9465,2232,629,America/New_York,3,1840004950
Greenport,Greenport,NY,New York,Suffolk,41.1031,-72.3669,2231,900,America/New_York,3,1840005117
Crystal Lake,Crystal Lake,CT,Connecticut,Tolland,41.9343,-72.3756,2231,110,America/New_York,3,1840000506
Park Falls,Park Falls,WI,Wisconsin,Price,45.9348,-90.4463,2230,235,America/Chicago,3,1840002010
Jackson,Jackson,KY,Kentucky,Breathitt,37.5589,-83.3782,2230.0,298,America/New_York,3,1840014357
North Prairie,North Prairie,WI,Wisconsin,Waukesha,42.9357,-88.4038,2228,314,America/Chicago,3,1840003026
Hope,Hope,IN,Indiana,Bartholomew,39.2993,-85.7660,2228,906,America/Indiana/Indianapolis,3,1840010669
Romoland,Romoland,CA,California,Riverside,33.7648,-117.1572,2227,325,America/Los_Angeles,3,1840019289
Uniontown,Uniontown,AL,Alabama,Perry,32.4490,-87.4958,2227,56,America/Chicago,3,1840016959
Hollandale,Hollandale,MS,Mississippi,Washington,33.1761,-90.8529,2227.0,401,America/Chicago,3,1840014830
Sewall's Point,Sewall's Point,FL,Florida,Martin,27.1971,-80.1982,2226,729,America/New_York,3,1840018304
Weimar,Weimar,TX,Texas,Colorado,29.7000,-96.7773,2226,371,America/Chicago,3,1840022211
Elwood,Elwood,IL,Illinois,Will,41.4118,-88.1347,2226,62,America/Chicago,3,1840011485
Guyton,Guyton,GA,Georgia,Effingham,32.3408,-81.4226,2226,268,America/New_York,3,1840013823
Centerburg,Centerburg,OH,Ohio,Knox,40.3039,-82.6979,2226,890,America/New_York,3,1840010420
Pulaski,Pulaski,NY,New York,Oswego,43.5653,-76.1267,2225,242,America/New_York,3,1840004194
Groton,Groton,NY,New York,Tompkins,42.5875,-76.3630,2225,494,America/New_York,3,1840004543
Randolph,Randolph,VT,Vermont,Orange,43.9273,-72.6728,2225,201,America/New_York,3,1840049442
Fredonia,Fredonia,KS,Kansas,Wilson,37.5328,-95.8223,2225,353,America/Chicago,3,1840001693
Llano Grande,Llano Grande,TX,Texas,Hidalgo,26.1309,-97.9687,2224,526,America/Chicago,3,1840053786
Brownsville,Brownsville,PA,Pennsylvania,Fayette,40.0188,-79.8910,2224,879,America/New_York,3,1840001500
Hamilton City,Hamilton City,CA,California,Glenn,39.7422,-122.0125,2224,2754,America/Los_Angeles,2,1840043655
Farmington,Farmington,IL,Illinois,Fulton,40.6970,-90.0024,2223,570,America/Chicago,3,1840008330
Hennessey,Hennessey,OK,Oklahoma,Kingfisher,36.1056,-97.8989,2223,231,America/Chicago,3,1840021680
Mount Pleasant,Mount Pleasant,NC,North Carolina,Cabarrus,35.3771,-80.4497,2222,258,America/New_York,3,1840016363
Union,Union,OR,Oregon,Union,45.2089,-117.8679,2221,344,America/Los_Angeles,3,1840021200
Montz,Montz,LA,Louisiana,St. Charles,30.0168,-90.4634,2219,396,America/Chicago,3,1840087193
Baldwin,Baldwin,LA,Louisiana,St. Mary,29.8388,-91.5522,2219,266,America/Chicago,3,1840015941
Cleona,Cleona,PA,Pennsylvania,Lebanon,40.3385,-76.4770,2219,1020,America/New_York,3,1840001344
Gibbsboro,Gibbsboro,NJ,New Jersey,Camden,39.8332,-74.9657,2218,397,America/New_York,3,1840003776
Spencerville,Spencerville,MD,Maryland,Montgomery,39.1190,-76.9828,2218,548,America/New_York,3,1840024492
Lumberton,Lumberton,MS,Mississippi,Lamar,31.0064,-89.4592,2218,120,America/Chicago,3,1840015873
East Berwick,East Berwick,PA,Pennsylvania,Luzerne,41.0657,-76.2208,2217,942,America/New_York,3,1840091741
Columbia,Columbia,CA,California,Tuolumne,38.0333,-120.4097,2217,143,America/Los_Angeles,3,1840091968
Milton,Milton,VT,Vermont,Chittenden,44.6352,-73.1155,2217,485,America/New_York,3,1840056880
Gates Mills,Gates Mills,OH,Ohio,Cuyahoga,41.5316,-81.4100,2217,95,America/New_York,3,1840000603
Woodsfield,Woodsfield,OH,Ohio,Monroe,39.7631,-81.1169,2217,424,America/New_York,3,1840012523
Fort Pierre,Fort Pierre,SD,South Dakota,Stanley,44.3680,-100.3831,2217,274,America/Chicago,3,1840002303
Shavertown,Shavertown,PA,Pennsylvania,Luzerne,41.3188,-75.9405,2216,702,America/New_York,3,1840026334
Jonesville,Jonesville,NC,North Carolina,Yadkin,36.2336,-80.8351,2215,296,America/New_York,3,1840016110
Jonesville,Jonesville,MI,Michigan,Hillsdale,41.9785,-84.6656,2215,306,America/Detroit,3,1840011378
Oak Hill,Oak Hill,FL,Florida,Volusia,28.8784,-80.8351,2214,127,America/New_York,3,1840015074
South Fulton,South Fulton,TN,Tennessee,Obion,36.4931,-88.8835,2214,252,America/Chicago,3,1840015279
Craigsville,Craigsville,WV,West Virginia,Nicholas,38.3247,-80.6450,2213,140,America/New_York,3,1840006225
Eatonville,Eatonville,FL,Florida,Orange,28.6166,-81.3907,2213,864,America/New_York,3,1840017237
Vincent,Vincent,AL,Alabama,Shelby,33.3848,-86.4086,2213,41,America/Chicago,3,1840016848
Bath,Bath,MI,Michigan,Clinton,42.8202,-84.4546,2213,148,America/Detroit,3,1840086603
Wenonah,Wenonah,NJ,New Jersey,Gloucester,39.7913,-75.1486,2212,857,America/New_York,3,1840001525
New Llano,New Llano,LA,Louisiana,Vernon,31.0970,-93.2767,2212,319,America/Chicago,3,1840017111
Bridgman,Bridgman,MI,Michigan,Berrien,41.9396,-86.5652,2212,295,America/Detroit,3,1840003216
Magnolia,Magnolia,MS,Mississippi,Pike,31.1619,-90.4670,2212,139,America/Chicago,3,1840015876
Lawai,Lawai,HI,Hawaii,Kauai,21.9203,-159.5006,2211,210,Pacific/Honolulu,3,1840029518
Tonopah,Tonopah,NV,Nevada,Nye,38.0996,-117.2482,2211,52,America/Los_Angeles,3,1840076629
North Corbin,North Corbin,KY,Kentucky,Laurel,36.9649,-84.0973,2211,479,America/New_York,3,1840013256
White House Station,White House Station,NJ,New Jersey,Hunterdon,40.6159,-74.7720,2210,653,America/New_York,3,1840033442
Hunter,Hunter,OH,Ohio,Warren,39.4947,-84.2903,2210,524,America/New_York,3,1840034373
Hudson,Hudson,MI,Michigan,Lenawee,41.8569,-84.3451,2210,389,America/Detroit,3,1840003229
Henry,Henry,IL,Illinois,Marshall,41.1172,-89.3569,2209,474,America/Chicago,3,1840007162
Sterling,Sterling,KS,Kansas,Rice,38.2094,-98.2063,2209,476,America/Chicago,3,1840001663
Evarts,Evarts,KY,Kentucky,Harlan,36.8644,-83.1926,2209.0,810,America/New_York,3,1840013279
Holyoke,Holyoke,CO,Colorado,Phillips,40.5820,-102.2975,2208,345,America/Denver,3,1840020164
West Terre Haute,West Terre Haute,IN,Indiana,Vigo,39.4638,-87.4506,2208,1132,America/Indiana/Indianapolis,3,1840010622
Elmwood Place,Elmwood Place,OH,Ohio,Hamilton,39.1855,-84.4890,2207,2596,America/New_York,2,1840003816
Gaylord,Gaylord,MN,Minnesota,Sibley,44.5555,-94.2123,2207,501,America/Chicago,3,1840007865
Easton,Easton,CA,California,Fresno,36.6524,-119.7908,2206,282,America/Los_Angeles,3,1840067828
Dry Ridge,Dry Ridge,KY,Kentucky,Grant,38.6837,-84.6006,2205,168,America/New_York,3,1840013179
Liverpool,Liverpool,NY,New York,Onondaga,43.1061,-76.2093,2204,1124,America/New_York,3,1840004322
Lake Village,Lake Village,AR,Arkansas,Chicot,33.3299,-91.2847,2203.0,334,America/Chicago,3,1840014821
Wynnewood,Wynnewood,OK,Oklahoma,Garvin,34.6442,-97.1627,2203,579,America/Chicago,3,1840021855
North Plains,North Plains,OR,Oregon,Washington,45.5974,-122.9946,2203,772,America/Los_Angeles,3,1840019933
Vista Center,Vista Center,NJ,New Jersey,Ocean,40.1584,-74.3227,2202,253,America/New_York,3,1840033475
Windham,Windham,OH,Ohio,Portage,41.2375,-81.0373,2202,413,America/New_York,3,1840011676
St. George,St. George,SC,South Carolina,Dorchester,33.1860,-80.5794,2202,298,America/New_York,3,1840018042
Cimarron,Cimarron,KS,Kansas,Gray,37.8097,-100.3454,2201,737,America/Chicago,3,1840007558
Moorhead,Moorhead,MS,Mississippi,Sunflower,33.4494,-90.5063,2201.0,614,America/Chicago,3,1840014772
Sleepy Hollow,Sleepy Hollow,CA,California,Marin,38.0120,-122.5877,2200,284,America/Los_Angeles,3,1840140381
Arthur,Arthur,IL,Illinois,Douglas,39.7143,-88.4695,2200,645,America/Chicago,3,1840012506
Lavonia,Lavonia,GA,Georgia,Franklin,34.4340,-83.1081,2200,187,America/New_York,3,1840014692
Winchester,Winchester,NH,New Hampshire,Cheshire,42.7769,-72.3850,2199,285,America/New_York,3,1840044419
De Leon,De Leon,TX,Texas,Comanche,32.1114,-98.5351,2198,378,America/Chicago,3,1840019511
Lovettsville,Lovettsville,VA,Virginia,Loudoun,39.2736,-77.6399,2198,1031,America/New_York,3,1840005873
Fox Lake Hills,Fox Lake Hills,IL,Illinois,Lake,42.4128,-88.1271,2198,677,America/Chicago,3,1840004637
Bridgton,Bridgton,ME,Maine,Cumberland,44.0735,-70.7100,2198,114,America/New_York,3,1840078745
Hawley,Hawley,MN,Minnesota,Clay,46.8770,-96.3180,2198,345,America/Chicago,3,1840006635
Ball Ground,Ball Ground,GA,Georgia,Cherokee,34.3426,-84.3634,2195,133,America/New_York,3,1840013623
San Felipe Pueblo,San Felipe Pueblo,NM,New Mexico,Sandoval,35.4338,-106.4250,2194,70,America/Denver,3,1840033699
Odell,Odell,OR,Oregon,Hood River,45.6354,-121.5522,2194,419,America/Los_Angeles,3,1840018559
Chinchilla,Chinchilla,PA,Pennsylvania,Lackawanna,41.4846,-75.6660,2192,338,America/New_York,3,1840026296
Milford,Milford,ME,Maine,Penobscot,44.9518,-68.6334,2191,253,America/New_York,3,1840069416
Eagle Crest,Eagle Crest,OR,Oregon,Deschutes,44.2614,-121.2995,2191,55,America/Los_Angeles,3,1840040419
North Eagle Butte,North Eagle Butte,SD,South Dakota,Dewey,45.0169,-101.2365,2191,92,America/Denver,3,1840004020
